year,trt,block,audpc,timing,treatment,sqrt_audpc,year_block,untreated_mean_audpc,relative_disease,control_efficacy
2021,PPKK,IV,639.33,Early,Presidio,25.284975776140264,2021:IV,941.734,0.6788859699235665,0.32111403007643347
2021,PPKK,V,371.0,Early,Presidio,19.261360284258224,2021:V,941.734,0.39395413142139923,0.6060458685786008
2021,KKPP,I,158.67,Late,Presidio,12.59642806513021,2021:I,941.734,0.16848706747340542,0.8315129325265946
2021,KKPP,II,518.78,Late,Presidio,22.77674252389924,2021:II,941.734,0.5508774239859663,0.4491225760140337
2021,KKPP,III,569.33,Late,Presidio,23.86063704095094,2021:III,941.734,0.6045550017308498,0.39544499826915025
2021,KKPP,IV,327.44,Late,Presidio,18.095303258028036,2021:IV,941.734,0.3476990317860457,0.6523009682139542
2021,KKPP,V,486.89,Late,Presidio,22.06558406206371,2021:V,941.734,0.5170143586193129,0.4829856413806871
2021,NT,I,960.56,,NT,30.992902413294562,2021:I,941.734,1.019990782959944,-0.019990782959943942
2021,NT,II,1055.44,,NT,32.48753607154596,2021:II,941.734,1.1207411009903008,-0.12074110099030078
2021,NT,III,1113.0,,NT,33.36165463522455,2021:III,941.734,1.1818623942641977,-0.1818623942641977
2021,NT,IV,827.56,,NT,28.767342595380615,2021:IV,941.734,0.878761943393782,0.121238056606218
2021,NT,V,752.11,,NT,27.424623971897955,2021:V,941.734,0.7986437783917751,0.20135622160822486
